title,url,rank,list_items,sections
Om,http://en.wikipedia.org/wiki/Om_(disambiguation),2416,48,5
Overton,http://en.wikipedia.org/wiki/Overton,2416,48,7
Pie,http://en.wikipedia.org/wiki/Pie_(disambiguation),2416,48,8
Prime,http://en.wikipedia.org/wiki/Prime_(disambiguation),2416,48,7
PSC,http://en.wikipedia.org/wiki/PSC,2416,48,10
Psycho,http://en.wikipedia.org/wiki/Psycho,2416,48,8
PV,http://en.wikipedia.org/wiki/PV,2416,48,10
Qalat,http://en.wikipedia.org/wiki/Qalat,2416,48,10
Queen,http://en.wikipedia.org/wiki/Queen,2416,48,9
Quincy,http://en.wikipedia.org/wiki/Quincy,2416,48,9
R1,http://en.wikipedia.org/wiki/R1,2416,48,5
RD,http://en.wikipedia.org/wiki/RD,2416,48,9
Register,http://en.wikipedia.org/wiki/Register,2416,48,8
Ring,http://en.wikipedia.org/wiki/Ring,2416,48,17
Rosedale,http://en.wikipedia.org/wiki/Rosedale,2416,48,8
Royal Academy,http://en.wikipedia.org/wiki/Royal_Academy_(disambiguation),2416,48,8
Rp,http://en.wikipedia.org/wiki/Rp,2416,48,14
Santo Antônio,http://en.wikipedia.org/wiki/Santo_Ant%C3%B4nio,2416,48,8
Saxon,http://en.wikipedia.org/wiki/Saxon_(disambiguation),2416,48,14
Science High School,http://en.wikipedia.org/wiki/Science_High_School,2416,48,5
Shakespeare,http://en.wikipedia.org/wiki/Shakespeare_(disambiguation),2416,48,7
Sheffield,http://en.wikipedia.org/wiki/Sheffield_(disambiguation),2416,48,8
Signature,http://en.wikipedia.org/wiki/Signature_(disambiguation),2416,48,8
Spike,http://en.wikipedia.org/wiki/Spike,2416,48,10
ST,http://en.wikipedia.org/wiki/ST,2416,48,9
St. Bartholomew's,http://en.wikipedia.org/wiki/St._Bartholomew%27s,2416,48,10
St. Peter,http://en.wikipedia.org/wiki/St._Peter_(disambiguation),2416,48,4
Swing,http://en.wikipedia.org/wiki/Swing,2416,48,11
Talon,http://en.wikipedia.org/wiki/Talon,2416,48,11
Thatcher,http://en.wikipedia.org/wiki/Thatcher,2416,48,8
Thomas White,http://en.wikipedia.org/wiki/Thomas_White,2416,48,4
Tower,http://en.wikipedia.org/wiki/Tower_(disambiguation),2416,48,6
Tron,http://en.wikipedia.org/wiki/Tron_(disambiguation),2416,48,14
Twist,http://en.wikipedia.org/wiki/Twist,2416,48,11
Vladimir,http://en.wikipedia.org/wiki/Vladimir_(disambiguation),2416,48,11
Volvo,http://en.wikipedia.org/wiki/Volvo_(disambiguation),2416,48,2
Waldemar,http://en.wikipedia.org/wiki/Waldemar,2416,48,4
Walker,http://en.wikipedia.org/wiki/Walker,2416,48,6
Walton,http://en.wikipedia.org/wiki/Walton,2416,48,8
Waterford,http://en.wikipedia.org/wiki/Waterford_(disambiguation),2416,48,10
WCC,http://en.wikipedia.org/wiki/WCC,2416,48,8
William Harris,http://en.wikipedia.org/wiki/William_Harris,2416,48,7
Wolfgang,http://en.wikipedia.org/wiki/Wolfgang,2416,48,3
Y,http://en.wikipedia.org/wiki/Y_(disambiguation),2416,48,7
1.,http://en.wikipedia.org/wiki/1.,2540,47,9
Acme,http://en.wikipedia.org/wiki/Acme,2540,47,9
AM,http://en.wikipedia.org/wiki/AM,2540,47,9
Ararat,http://en.wikipedia.org/wiki/Ararat,2540,47,9
Astro,http://en.wikipedia.org/wiki/Astro,2540,47,9
Athena,http://en.wikipedia.org/wiki/Athena_(disambiguation),2540,47,12
Avondale,http://en.wikipedia.org/wiki/Avondale,2540,47,11
Barlow,http://en.wikipedia.org/wiki/Barlow,2540,47,11
Belcher,http://en.wikipedia.org/wiki/Belcher,2540,47,5
Big Six,http://en.wikipedia.org/wiki/Big_Six,2540,47,4
Black Lake,http://en.wikipedia.org/wiki/Black_Lake,2540,47,14
Bonaventure,http://en.wikipedia.org/wiki/Bonaventure_(disambiguation),2540,47,8
Burnside,http://en.wikipedia.org/wiki/Burnside,2540,47,9
Cairo,http://en.wikipedia.org/wiki/Cairo_(disambiguation),2540,47,9
Canaan,http://en.wikipedia.org/wiki/Canaan_(disambiguation),2540,47,7
Caroline,http://en.wikipedia.org/wiki/Caroline,2540,47,7
CBA,http://en.wikipedia.org/wiki/CBA,2540,47,7
Chi,http://en.wikipedia.org/wiki/Chi,2540,47,10
Christ Episcopal Church,http://en.wikipedia.org/wiki/Christ_Episcopal_Church,2540,47,27
Clermont,http://en.wikipedia.org/wiki/Clermont,2540,47,10
Copper,http://en.wikipedia.org/wiki/Copper_(disambiguation),2540,47,8
Cortes,http://en.wikipedia.org/wiki/Cortes,2540,47,5
Countdown,http://en.wikipedia.org/wiki/Countdown_(disambiguation),2540,47,10
Court of appeal,http://en.wikipedia.org/wiki/Court_of_appeal_(disambiguation),2540,47,17
Disney,http://en.wikipedia.org/wiki/Disney_(disambiguation),2540,47,6
Dolores,http://en.wikipedia.org/wiki/Dolores,2540,47,5
Double,http://en.wikipedia.org/wiki/Double,2540,47,9
Dreamland,http://en.wikipedia.org/wiki/Dreamland,2540,47,8
Dundee,http://en.wikipedia.org/wiki/Dundee_(disambiguation),2540,47,6
Dynamics,http://en.wikipedia.org/wiki/Dynamics,2540,47,6
Erie,http://en.wikipedia.org/wiki/Erie_(disambiguation),2540,47,9
Fire Station,http://en.wikipedia.org/wiki/Fire_Station_(disambiguation),2540,47,2
Fit,http://en.wikipedia.org/wiki/Fit,2540,47,5
Fitzpatrick,http://en.wikipedia.org/wiki/Fitzpatrick,2540,47,5
Flashback,http://en.wikipedia.org/wiki/Flashback,2540,47,8
Flat,http://en.wikipedia.org/wiki/Flat,2540,47,8
Flip,http://en.wikipedia.org/wiki/Flip,2540,47,7
Flower,http://en.wikipedia.org/wiki/Flower_(disambiguation),2540,47,6
Fonseca,http://en.wikipedia.org/wiki/Fonseca,2540,47,3
Form,http://en.wikipedia.org/wiki/Form,2540,47,8
Frankenstein,http://en.wikipedia.org/wiki/Frankenstein_(disambiguation),2540,47,10
Freeman,http://en.wikipedia.org/wiki/Freeman,2540,47,10
Gamma,http://en.wikipedia.org/wiki/Gamma_(disambiguation),2540,47,8
George,http://en.wikipedia.org/wiki/George,2540,47,10
Gladstone,http://en.wikipedia.org/wiki/Gladstone,2540,47,11
Günther,http://en.wikipedia.org/wiki/G%C3%BCnther,2540,47,8
Harvest,http://en.wikipedia.org/wiki/Harvest_(disambiguation),2540,47,10
Hassan,http://en.wikipedia.org/wiki/Hassan,2540,47,9
Henry Smith,http://en.wikipedia.org/wiki/Henry_Smith,2540,47,5
Hojjatabad,http://en.wikipedia.org/wiki/Hojjatabad,2540,47,9
Impression,http://en.wikipedia.org/wiki/Impression,2540,47,7
Jackson House,http://en.wikipedia.org/wiki/Jackson_House,2540,47,1
"Jackson Township, Indiana","http://en.wikipedia.org/wiki/Jackson_Township,_Indiana",2540,47,1
Jam,http://en.wikipedia.org/wiki/Jam_(disambiguation),2540,47,8
Jesus,http://en.wikipedia.org/wiki/Jesus_(disambiguation),2540,47,11
John Hughes,http://en.wikipedia.org/wiki/John_Hughes,2540,47,8
Jumbo,http://en.wikipedia.org/wiki/Jumbo_(disambiguation),2540,47,9
Ku,http://en.wikipedia.org/wiki/Ku,2540,47,9
La Roche,http://en.wikipedia.org/wiki/La_Roche,2540,47,4
Lazarus,http://en.wikipedia.org/wiki/Lazarus,2540,47,7
Liberation,http://en.wikipedia.org/wiki/Liberation,2540,47,9
Lola,http://en.wikipedia.org/wiki/Lola,2540,47,7
Lorelei,http://en.wikipedia.org/wiki/Lorelei_(disambiguation),2540,47,10
Loren,http://en.wikipedia.org/wiki/Loren,2540,47,4
Magnolia,http://en.wikipedia.org/wiki/Magnolia_(disambiguation),2540,47,4
Mana,http://en.wikipedia.org/wiki/Mana_(disambiguation),2540,47,7
Margery,http://en.wikipedia.org/wiki/Margery_(disambiguation),2540,47,5
Maru,http://en.wikipedia.org/wiki/Maru,2540,47,6
Met,http://en.wikipedia.org/wiki/Met,2540,47,9
Mole,http://en.wikipedia.org/wiki/Mole,2540,47,10
Move,http://en.wikipedia.org/wiki/Move,2540,47,10
Olivia,http://en.wikipedia.org/wiki/Olivia,2540,47,4
Orpheus,http://en.wikipedia.org/wiki/Orpheus_(disambiguation),2540,47,10
Parkes,http://en.wikipedia.org/wiki/Parkes,2540,47,5
PAT,http://en.wikipedia.org/wiki/PAT,2540,47,10
Percy,http://en.wikipedia.org/wiki/Percy,2540,47,7
Pires,http://en.wikipedia.org/wiki/Pires,2540,47,2
Pittsburg,http://en.wikipedia.org/wiki/Pittsburg,2540,47,4
Polaris,http://en.wikipedia.org/wiki/Polaris_(disambiguation),2540,47,13
PTC,http://en.wikipedia.org/wiki/PTC,2540,47,5
Pulaski,http://en.wikipedia.org/wiki/Pulaski,2540,47,8
Queen City,http://en.wikipedia.org/wiki/Queen_City,2540,47,6
R,http://en.wikipedia.org/wiki/R_(disambiguation),2540,47,6
Rama,http://en.wikipedia.org/wiki/Rama_(disambiguation),2540,47,8
Ride,http://en.wikipedia.org/wiki/Ride,2540,47,7
Robin Hood,http://en.wikipedia.org/wiki/Robin_Hood_(disambiguation),2540,47,8
RT,http://en.wikipedia.org/wiki/RT,2540,47,12
S4,http://en.wikipedia.org/wiki/S4,2540,47,7
Saint John's,http://en.wikipedia.org/wiki/Saint_John%27s,2540,47,10
Salvador,http://en.wikipedia.org/wiki/Salvador,2540,47,11
Salvatore,http://en.wikipedia.org/wiki/Salvatore,2540,47,5
Sant'Angelo,http://en.wikipedia.org/wiki/Sant%27Angelo,2540,47,8
SCS,http://en.wikipedia.org/wiki/SCS,2540,47,3
SE,http://en.wikipedia.org/wiki/SE,2540,47,11
SES,http://en.wikipedia.org/wiki/SES,2540,47,7
Sherman,http://en.wikipedia.org/wiki/Sherman,2540,47,6
Shield,http://en.wikipedia.org/wiki/Shield_(disambiguation),2540,47,11
Shiloh,http://en.wikipedia.org/wiki/Shiloh,2540,47,10
Sisters,http://en.wikipedia.org/wiki/Sisters_(disambiguation),2540,47,10
Sleeper,http://en.wikipedia.org/wiki/Sleeper,2540,47,8
Socialist Workers Party,http://en.wikipedia.org/wiki/Socialist_Workers_Party,2540,47,2
Spencer,http://en.wikipedia.org/wiki/Spencer,2540,47,7
Stark,http://en.wikipedia.org/wiki/Stark,2540,47,9
Strand,http://en.wikipedia.org/wiki/Strand,2540,47,11
Style,http://en.wikipedia.org/wiki/Style,2540,47,7
Tama,http://en.wikipedia.org/wiki/Tama,2540,47,8
Tanner,http://en.wikipedia.org/wiki/Tanner,2540,47,6
Taurus,http://en.wikipedia.org/wiki/Taurus,2540,47,11
The Good Life,http://en.wikipedia.org/wiki/The_Good_Life,2540,47,6
THS,http://en.wikipedia.org/wiki/THS,2540,47,2
Tivoli,http://en.wikipedia.org/wiki/Tivoli,2540,47,5
Uli,http://en.wikipedia.org/wiki/Uli,2540,47,3
Valea Seacă River,http://en.wikipedia.org/wiki/Valea_Seac%C4%83_River,2540,47,2
"Washington Township, Indiana","http://en.wikipedia.org/wiki/Washington_Township,_Indiana",2540,47,2
Wickham,http://en.wikipedia.org/wiki/Wickham_(disambiguation),2540,47,6
Wildcat Mountain,http://en.wikipedia.org/wiki/Wildcat_Mountain,2540,47,1
Wiley,http://en.wikipedia.org/wiki/Wiley,2540,47,5
William Martin,http://en.wikipedia.org/wiki/William_Martin,2540,47,7
Wiseman,http://en.wikipedia.org/wiki/Wiseman,2540,47,6
X Factor,http://en.wikipedia.org/wiki/X_Factor_(disambiguation),2540,47,3
Yengejeh,http://en.wikipedia.org/wiki/Yengejeh,2540,47,9
75th,http://en.wikipedia.org/wiki/75th,2661,46,2
9,http://en.wikipedia.org/wiki/9_(disambiguation),2661,46,9
A4,http://en.wikipedia.org/wiki/A4,2661,46,9
A5,http://en.wikipedia.org/wiki/A5,2661,46,8
AAC,http://en.wikipedia.org/wiki/AAC,2661,46,6
Abdolabad,http://en.wikipedia.org/wiki/Abdolabad,2661,46,17
Abgarm,http://en.wikipedia.org/wiki/Abgarm_(disambiguation),2661,46,13
Alien,http://en.wikipedia.org/wiki/Alien,2661,46,7
Amherst,http://en.wikipedia.org/wiki/Amherst,2661,46,7
Amsterdam,http://en.wikipedia.org/wiki/Amsterdam_(disambiguation),2661,46,6
Arc,http://en.wikipedia.org/wiki/Arc,2661,46,9
B3,http://en.wikipedia.org/wiki/B3,2661,46,1
Babel,http://en.wikipedia.org/wiki/Babel,2661,46,10
Baker,http://en.wikipedia.org/wiki/Baker_(disambiguation),2661,46,13
Bangor,http://en.wikipedia.org/wiki/Bangor,2661,46,5
Basin,http://en.wikipedia.org/wiki/Basin,2661,46,4
Benton Township,http://en.wikipedia.org/wiki/Benton_Township,2661,46,11
Big Four,http://en.wikipedia.org/wiki/Big_Four,2661,46,7
Big Red,http://en.wikipedia.org/wiki/Big_Red,2661,46,7
BR,http://en.wikipedia.org/wiki/BR,2661,46,7
Breathe,http://en.wikipedia.org/wiki/Breathe,2661,46,6
Brethren,http://en.wikipedia.org/wiki/Brethren,2661,46,11
BSA,http://en.wikipedia.org/wiki/BSA,2661,46,4
Buzz,http://en.wikipedia.org/wiki/Buzz,2661,46,9
Byron,http://en.wikipedia.org/wiki/Byron_(disambiguation),2661,46,8
Cain,http://en.wikipedia.org/wiki/Cain_(disambiguation),2661,46,5
Calvary Cemetery,http://en.wikipedia.org/wiki/Calvary_Cemetery,2661,46,3
Caravan,http://en.wikipedia.org/wiki/Caravan,2661,46,9
Cathedral of the Immaculate Conception,http://en.wikipedia.org/wiki/Cathedral_of_the_Immaculate_Conception,2661,46,13
CCS,http://en.wikipedia.org/wiki/CCS,2661,46,15
CDS,http://en.wikipedia.org/wiki/CDS,2661,46,10
Cherokee,http://en.wikipedia.org/wiki/Cherokee_(disambiguation),2661,46,10
Church of the Immaculate Conception,http://en.wikipedia.org/wiki/Church_of_the_Immaculate_Conception,2661,46,12
CIT,http://en.wikipedia.org/wiki/CIT,2661,46,8
Civic Center,http://en.wikipedia.org/wiki/Civic_Center_(disambiguation),2661,46,5
Collection,http://en.wikipedia.org/wiki/Collection,2661,46,4
Corcoran,http://en.wikipedia.org/wiki/Corcoran,2661,46,5
CPM,http://en.wikipedia.org/wiki/CPM,2661,46,12
Crazy,http://en.wikipedia.org/wiki/Crazy_(disambiguation),2661,46,5
David Wilson,http://en.wikipedia.org/wiki/David_Wilson,2661,46,9
Dew,http://en.wikipedia.org/wiki/Dew_(disambiguation),2661,46,10
Dionysius,http://en.wikipedia.org/wiki/Dionysius,2661,46,4
Domain,http://en.wikipedia.org/wiki/Domain,2661,46,8
Drummond,http://en.wikipedia.org/wiki/Drummond,2661,46,10
Escape,http://en.wikipedia.org/wiki/Escape,2661,46,10
Eternity,http://en.wikipedia.org/wiki/Eternity_(disambiguation),2661,46,9
Fantasy,http://en.wikipedia.org/wiki/Fantasy_(disambiguation),2661,46,3
Ferrières,http://en.wikipedia.org/wiki/Ferri%C3%A8res,2661,46,5
Flyer,http://en.wikipedia.org/wiki/Flyer,2661,46,11
G3,http://en.wikipedia.org/wiki/G3,2661,46,8
George Johnson,http://en.wikipedia.org/wiki/George_Johnson,2661,46,7
Georges,http://en.wikipedia.org/wiki/Georges,2661,46,5
Germantown,http://en.wikipedia.org/wiki/Germantown,2661,46,5
Ginger,http://en.wikipedia.org/wiki/Ginger_(disambiguation),2661,46,8
Golden Boy,http://en.wikipedia.org/wiki/Golden_Boy,2661,46,6
Greenville,http://en.wikipedia.org/wiki/Greenville,2661,46,6
Grove High School,http://en.wikipedia.org/wiki/Grove_High_School_(disambiguation),2661,46,5
Gösta,http://en.wikipedia.org/wiki/G%C3%B6sta,2661,46,1
Hamburg,http://en.wikipedia.org/wiki/Hamburg_(disambiguation),2661,46,7
Heart,http://en.wikipedia.org/wiki/Heart_(disambiguation),2661,46,10
HHS,http://en.wikipedia.org/wiki/HHS,2661,46,5
Hippodrome,http://en.wikipedia.org/wiki/Hippodrome_(disambiguation),2661,46,16
HT,http://en.wikipedia.org/wiki/HT,2661,46,9
Indiana,http://en.wikipedia.org/wiki/Indiana_(disambiguation),2661,46,6
IPS,http://en.wikipedia.org/wiki/IPS,2661,46,13
Jane,http://en.wikipedia.org/wiki/Jane,2661,46,9
Jewish Cemetery,http://en.wikipedia.org/wiki/Jewish_Cemetery,2661,46,2
John Graham,http://en.wikipedia.org/wiki/John_Graham,2661,46,5
John Marshall,http://en.wikipedia.org/wiki/John_Marshall_(disambiguation),2661,46,5
John Phillips,http://en.wikipedia.org/wiki/John_Phillips,2661,46,5
John Watson,http://en.wikipedia.org/wiki/John_Watson,2661,46,8
Kamenica,http://en.wikipedia.org/wiki/Kamenica,2661,46,2
Keyes,http://en.wikipedia.org/wiki/Keyes,2661,46,3
Ley,http://en.wikipedia.org/wiki/Ley,2661,46,5
Lilith,http://en.wikipedia.org/wiki/Lilith_(disambiguation),2661,46,9
Long Island,http://en.wikipedia.org/wiki/Long_Island_(disambiguation),2661,46,18
LT,http://en.wikipedia.org/wiki/LT,2661,46,12
Macbeth,http://en.wikipedia.org/wiki/Macbeth_(disambiguation),2661,46,7
Maiden,http://en.wikipedia.org/wiki/Maiden_(disambiguation),2661,46,8
Mastermind,http://en.wikipedia.org/wiki/Mastermind,2661,46,8
Matrix,http://en.wikipedia.org/wiki/Matrix,2661,46,10
MCP,http://en.wikipedia.org/wiki/MCP,2661,46,8
Medea,http://en.wikipedia.org/wiki/Medea_(disambiguation),2661,46,12
Michael Brown,http://en.wikipedia.org/wiki/Michael_Brown,2661,46,9
Michael Johnson,http://en.wikipedia.org/wiki/Michael_Johnson,2661,46,7
Michael Jones,http://en.wikipedia.org/wiki/Michael_Jones,2661,46,10
Midland,http://en.wikipedia.org/wiki/Midland,2661,46,6
Mill,http://en.wikipedia.org/wiki/Mill,2661,46,6
Mister X,http://en.wikipedia.org/wiki/Mister_X,2661,46,7
Mona,http://en.wikipedia.org/wiki/Mona,2661,46,10
Moor,http://en.wikipedia.org/wiki/Moor,2661,46,6
MPA,http://en.wikipedia.org/wiki/MPA,2661,46,9
Murchison,http://en.wikipedia.org/wiki/Murchison,2661,46,7
Muse,http://en.wikipedia.org/wiki/Muse_(disambiguation),2661,46,10
Najafabad,http://en.wikipedia.org/wiki/Najafabad_(disambiguation),2661,46,18
Nan,http://en.wikipedia.org/wiki/Nan,2661,46,7
Nemo,http://en.wikipedia.org/wiki/Nemo,2661,46,10
O'Neill,http://en.wikipedia.org/wiki/O%27Neill,2661,46,7
Pacific,http://en.wikipedia.org/wiki/Pacific_(disambiguation),2661,46,10
Patriot,http://en.wikipedia.org/wiki/Patriot,2661,46,9
Piece,http://en.wikipedia.org/wiki/Piece,2661,46,7
Pitts,http://en.wikipedia.org/wiki/Pitts,2661,46,4
PK,http://en.wikipedia.org/wiki/PK,2661,46,6
PL,http://en.wikipedia.org/wiki/PL,2661,46,5
PLA,http://en.wikipedia.org/wiki/PLA,2661,46,6
Pleasant Valley,http://en.wikipedia.org/wiki/Pleasant_Valley,2661,46,6
Po,http://en.wikipedia.org/wiki/Po,2661,46,11
Princess Elizabeth,http://en.wikipedia.org/wiki/Princess_Elizabeth,2661,46,3
Prospect,http://en.wikipedia.org/wiki/Prospect,2661,46,8
PSA,http://en.wikipedia.org/wiki/PSA,2661,46,19
PSM,http://en.wikipedia.org/wiki/PSM,2661,46,5
PU,http://en.wikipedia.org/wiki/PU,2661,46,5
Ra,http://en.wikipedia.org/wiki/Ra_(disambiguation),2661,46,8
Rae,http://en.wikipedia.org/wiki/Rae,2661,46,8
Reader,http://en.wikipedia.org/wiki/Reader,2661,46,6
Record,http://en.wikipedia.org/wiki/Record,2661,46,8
Rhea,http://en.wikipedia.org/wiki/Rhea,2661,46,11
Roman,http://en.wikipedia.org/wiki/Roman,2661,46,9
Saint John's College,http://en.wikipedia.org/wiki/Saint_John%27s_College,2661,46,15
Saint-Cyr,http://en.wikipedia.org/wiki/Saint-Cyr,2661,46,5
Saint-Sauveur,http://en.wikipedia.org/wiki/Saint-Sauveur,2661,46,4
Sarkis,http://en.wikipedia.org/wiki/Sarkis,2661,46,5
Satu Nou,http://en.wikipedia.org/wiki/Satu_Nou,2661,46,2
Schindler,http://en.wikipedia.org/wiki/Schindler,2661,46,3
Sharp,http://en.wikipedia.org/wiki/Sharp,2661,46,7
Shay,http://en.wikipedia.org/wiki/Shay,2661,46,5
Shields,http://en.wikipedia.org/wiki/Shields,2661,46,5
Sim,http://en.wikipedia.org/wiki/Sim,2661,46,6
Simpson,http://en.wikipedia.org/wiki/Simpson,2661,46,11
SO,http://en.wikipedia.org/wiki/SO,2661,46,8
Song,http://en.wikipedia.org/wiki/Song_(disambiguation),2661,46,7
Sparta,http://en.wikipedia.org/wiki/Sparta_(disambiguation),2661,46,5
Spectre,http://en.wikipedia.org/wiki/Spectre,2661,46,9
Spiral,http://en.wikipedia.org/wiki/Spiral_(disambiguation),2661,46,7
Spot,http://en.wikipedia.org/wiki/Spot,2661,46,7
St Paul's School,http://en.wikipedia.org/wiki/St_Paul%27s_School,2661,46,14
St. Peter's Cathedral,http://en.wikipedia.org/wiki/St._Peter%27s_Cathedral,2661,46,15
Stardust,http://en.wikipedia.org/wiki/Stardust,2661,46,7
Stratford,http://en.wikipedia.org/wiki/Stratford,2661,46,7
Taj,http://en.wikipedia.org/wiki/Taj,2661,46,10
TAM,http://en.wikipedia.org/wiki/TAM,2661,46,7
Timeless,http://en.wikipedia.org/wiki/Timeless,2661,46,7
TPS,http://en.wikipedia.org/wiki/TPS,2661,46,6
Travers,http://en.wikipedia.org/wiki/Travers,2661,46,4
Tula,http://en.wikipedia.org/wiki/Tula,2661,46,11
University of Wisconsin,http://en.wikipedia.org/wiki/University_of_Wisconsin_(disambiguation),2661,46,4
UR,http://en.wikipedia.org/wiki/UR,2661,46,7
Valley Line,http://en.wikipedia.org/wiki/Valley_Line,2661,46,9
Vanessa,http://en.wikipedia.org/wiki/Vanessa,2661,46,4
Verlag,http://en.wikipedia.org/wiki/Verlag,2661,46,1
Vytautas,http://en.wikipedia.org/wiki/Vytautas_(disambiguation),2661,46,2
Wallace,http://en.wikipedia.org/wiki/Wallace,2661,46,7
Welcome,http://en.wikipedia.org/wiki/Welcome,2661,46,9
Wild,http://en.wikipedia.org/wiki/Wild,2661,46,10
Work,http://en.wikipedia.org/wiki/Work,2661,46,7
Worth,http://en.wikipedia.org/wiki/Worth,2661,46,6
Xinhua Subdistrict,http://en.wikipedia.org/wiki/Xinhua_Subdistrict,2661,46,17
1998 World Championships,http://en.wikipedia.org/wiki/1998_World_Championships,2818,45,1
Accelerator,http://en.wikipedia.org/wiki/Accelerator,2818,45,6
Aero,http://en.wikipedia.org/wiki/Aero,2818,45,7
Aquila,http://en.wikipedia.org/wiki/Aquila,2818,45,7
Armstrong,http://en.wikipedia.org/wiki/Armstrong,2818,45,12
Atlético,http://en.wikipedia.org/wiki/Atl%C3%A9tico,2818,45,1
Ball,http://en.wikipedia.org/wiki/Ball_(disambiguation),2818,45,11
Beaufort,http://en.wikipedia.org/wiki/Beaufort,2818,45,15
Beaver Township,http://en.wikipedia.org/wiki/Beaver_Township,2818,45,14
Benedict,http://en.wikipedia.org/wiki/Benedict,2818,45,9
Big Three,http://en.wikipedia.org/wiki/Big_Three,2818,45,6
Black knight,http://en.wikipedia.org/wiki/Black_knight_(disambiguation),2818,45,10
Blackburn,http://en.wikipedia.org/wiki/Blackburn_(disambiguation),2818,45,9
CDI,http://en.wikipedia.org/wiki/CDI,2818,45,4
Cecilia,http://en.wikipedia.org/wiki/Cecilia_(disambiguation),2818,45,6
Charlotte,http://en.wikipedia.org/wiki/Charlotte_(disambiguation),2818,45,11
Cherry,http://en.wikipedia.org/wiki/Cherry_(disambiguation),2818,45,8
Chess,http://en.wikipedia.org/wiki/Chess_(disambiguation),2818,45,7
City Hall,http://en.wikipedia.org/wiki/City_Hall_(disambiguation),2818,45,4
CLS,http://en.wikipedia.org/wiki/CLS,2818,45,10
Colt,http://en.wikipedia.org/wiki/Colt,2818,45,8
Cooper,http://en.wikipedia.org/wiki/Cooper,2818,45,8
Cowles,http://en.wikipedia.org/wiki/Cowles,2818,45,8
CPA,http://en.wikipedia.org/wiki/CPA,2818,45,7
Crane,http://en.wikipedia.org/wiki/Crane,2818,45,13
Crystal Palace,http://en.wikipedia.org/wiki/Crystal_Palace,2818,45,13
